query,page,clicks,impressions,ctr,position
かがやきキッチン,https://suelog.jp/shops/1901,1,111,0.009009009009009009,7.36036036036036
くまの深夜食堂&bar,https://suelog.jp/shops/3711,1,5,0.2,7.4
こまつ 北新地,https://suelog.jp/shops/94,1,3,0.3333333333333333,8.333333333333332
だしまる,https://suelog.jp/shops/247,1,23,0.043478260869565216,11.434782608695652
まろうど,https://suelog.jp/shops/518,1,2,0.5,2
りんご屋 梅田,https://suelog.jp/shops/552,1,67,0.014925373134328358,7.268656716417911
アッパレシーシャ,https://suelog.jp/shops/3686,1,2,0.5,1
エスカイヤクラブ 駅前第3ビル店,https://suelog.jp/shops/2164,1,6,0.16666666666666666,12.333333333333334
カフェ queue,https://suelog.jp/shops/3448,1,20,0.05,8.4
ガルリデュノール,https://suelog.jp/shops/2176,1,23,0.043478260869565216,5.695652173913044
キミエール 写真,https://suelog.jp/shops/3025,1,2,0.5,12
クラブジジ,https://suelog.jp/shops/2926,1,78,0.01282051282051282,8.243589743589745
クラブリリス 梅田,https://suelog.jp/shops/3364,1,49,0.02040816326530612,8.408163265306122
サカトリーナ(サカ鶏na),https://suelog.jp/shops/2103,1,21,0.047619047619047616,7.857142857142857
ザシングル 梅田,https://suelog.jp/shops/1925,1,258,0.003875968992248062,9.674418604651162
シーシャ梅田,https://suelog.jp/shops/2276,1,1,1,7
ジャズオントップ 梅田,https://suelog.jp/shops/376,1,30,0.03333333333333333,7.166666666666667
ジュークトゥエンティー,https://suelog.jp/shops/3471,1,34,0.029411764705882353,8.117647058823529
ジョージアカフェ 梅田,https://suelog.jp/shops/1921,1,6,0.16666666666666666,3
スタンドkoneko,https://suelog.jp/shops/34,1,16,0.0625,6.25
スタンドアイダ,https://suelog.jp/shops/1675,1,65,0.015384615384615385,7.569230769230769
スター リスト 梅田 レビュー,https://suelog.jp/shops/2174,1,3,0.3333333333333333,11.666666666666666
スナック,https://suelog.jp/shops/357,1,1,1,78
スナック かくれんぼ,https://suelog.jp/shops/442,1,10,0.1,1.4
スナックうみ,https://suelog.jp/shops/301,1,28,0.03571428571428571,7.642857142857143
スナックひまつぶし,https://suelog.jp/shops/504,1,6,0.16666666666666666,4.5
スーパー ポジティブ バー,https://suelog.jp/shops/1309,1,41,0.024390243902439025,5.024390243902439
ダイニングバーdank,https://suelog.jp/shops/532,1,2,0.5,10
ドトール 喫煙可能 店舗,https://suelog.jp/shops/2922,1,6,0.16666666666666666,6.666666666666667
バルチカ03 喫煙所,https://suelog.jp/shops/469,1,114,0.008771929824561403,10.728070175438596
ビアンバー 梅田,https://suelog.jp/shops/536,1,23,0.043478260869565216,5.782608695652174
ピポロ ホルモン,https://suelog.jp/shops/680,1,15,0.06666666666666667,9.2
ミスターレディ,https://suelog.jp/shops/2960,1,36,0.027777777777777776,6.416666666666667
モータースポーツバー,https://suelog.jp/shops/402,1,2,0.5,12.5
ラピーヌ ダイナー & カフェ,https://suelog.jp/shops/1970,1,16,0.0625,6.9375
ワイオリ 福島,https://suelog.jp/shops/3671,1,14,0.07142857142857142,9.071428571428571
ワイン-ヤ カワスミ,https://suelog.jp/shops/2979,1,3,0.3333333333333333,25.333333333333332
中崎町 居酒屋,https://suelog.jp/shops/34,1,1,1,18
中津食事処,https://suelog.jp/shops/266,1,1,1,1
串焼き屋台 鶴橋男串,https://suelog.jp/shops/2337,1,3,0.3333333333333333,13
勝商店 梅田,https://suelog.jp/shops/2972,1,99,0.010101010101010102,7.96969696969697
勝男 タバコ,https://suelog.jp/shops/2793,1,2,0.5,5
北新地 アウル,https://suelog.jp/shops/2207,1,4,0.25,10.75
北新地 スナック,https://suelog.jp/shops/650,1,2,0.5,2
北新地 焼肉 喫煙可,https://suelog.jp/shops/641,1,1,1,24
厳島 天満,https://suelog.jp/shops/220,1,46,0.021739130434782608,8.304347826086957
吸えログ,https://suelog.jp/shops/405/shop_reports/new,1,22,0.045454545454545456,1.4090909090909092
味もんじ,https://suelog.jp/shops/101,1,27,0.037037037037037035,6.148148148148148
喫煙は,https://suelog.jp/shops/2068,1,1,1,7
喫茶ルージュ,https://suelog.jp/shops/2332,1,18,0.05555555555555555,9.833333333333334
大国町 浪速区 居酒屋 restaurant bar【base】 大阪市,https://suelog.jp/shops/2299,1,58,0.017241379310344827,6.758620689655173
大阪ゲイバー,https://suelog.jp/shops/3052,1,1,1,8
天満 ラーテル,https://suelog.jp/shops/3936,1,5,0.2,9
天満 厳島,https://suelog.jp/shops/220,1,32,0.03125,5.6875
天満炭火焼鳥わっちょい,https://suelog.jp/shops/2028,1,4,0.25,26.75
山水,https://suelog.jp/shops/1886,1,1,1,1
川奈ビル,https://suelog.jp/shops/3682,1,7,0.14285714285714285,11.285714285714286
感彩人,https://suelog.jp/shops/3069,1,21,0.047619047619047616,8.80952380952381
新時代 居酒屋 喫煙,https://suelog.jp/shops/3749,1,1,1,1
新梅田食道街 喫煙可,https://suelog.jp/shops/237,1,28,0.03571428571428571,8.428571428571429
普通のスナック 梅田,https://suelog.jp/shops/354,1,44,0.022727272727272728,7.795454545454546
本格焼酎bar ニチヨウビ,https://suelog.jp/shops/1717,1,68,0.014705882352941176,8.779411764705882
東通り 相席屋,https://suelog.jp/shops/1925,1,14,0.07142857142857142,9.071428571428571
梅田 smバー,https://suelog.jp/shops/564,1,7,0.14285714285714285,14.571428571428571
梅田 おにぎり食べ放題,https://suelog.jp/shops/2294,1,1,1,10
梅田 ザシングル,https://suelog.jp/shops/1925,1,15,0.06666666666666667,9.266666666666667
梅田 ピノキオ,https://suelog.jp/shops/2193,1,4,0.25,8.25
梅田 個室 喫煙,https://suelog.jp/articles/umeda-private-room-smoking,1,7,0.14285714285714285,9.285714285714286
梅田 個室 喫煙可,https://suelog.jp/articles/umeda-private-room-smoking,1,10,0.1,10.1
梅田 喫煙 居酒屋 個室,https://suelog.jp/articles/umeda-private-room-smoking,1,14,0.07142857142857142,9
梅田 喫煙 居酒屋 安い,https://suelog.jp/articles/umeda-cheap-smoking-izakaya,1,5,0.2,9
梅田 喫煙可能 居酒屋,https://suelog.jp/umeda/genre/izakaya,1,1,1,22
梅田 居酒屋 個室 喫煙可,https://suelog.jp/articles/umeda-private-room-smoking,1,16,0.0625,9.8125
梅田スナック bar lounge chariot 大阪市,https://suelog.jp/shops/517,1,48,0.020833333333333332,5.666666666666667
湊町リバープレイス 喫煙所,https://suelog.jp/shops/1552,1,6,0.16666666666666666,3.3333333333333335
炭火焼鳥 あさヰ 中崎町,https://suelog.jp/shops/389,1,38,0.02631578947368421,5.921052631578948
炭火焼鳥あさヰ,https://suelog.jp/shops/389,1,7,0.14285714285714285,6.428571428571429
焼き鳥弘八,https://suelog.jp/shops/1953,1,28,0.03571428571428571,10.178571428571429
焼鳥 鐘鳥 南森町店,https://suelog.jp/shops/104,1,31,0.03225806451612903,6.548387096774194
獣道ジビエール,https://suelog.jp/shops/3403,1,45,0.022222222222222223,7.733333333333333
珈琲館 堂島ビルヂング店,https://suelog.jp/shops/2269,1,3,0.3333333333333333,4
町中華パンダ厨房,https://suelog.jp/shops/2089,1,18,0.05555555555555555,10.944444444444445
相席ラウンジ the single うめだ阪急東通り店,https://suelog.jp/shops/1925,1,68,0.014705882352941176,9.720588235294118
相席ラウンジ the single うめだ阪急東通り店 写真,https://suelog.jp/shops/1925,1,26,0.038461538461538464,9.423076923076923
福島駅 バー,https://suelog.jp/shops/3461,1,1,1,1
立ち呑み やっすん,https://suelog.jp/shops/1669,1,11,0.09090909090909091,6.090909090909091
自遊空間,https://suelog.jp/shops/717,1,2,0.5,4
若どり屋 天満店,https://suelog.jp/shops/2026,1,13,0.07692307692307693,19.615384615384617
西成二代目にしかわや 梅田本店,https://suelog.jp/shops/219,1,14,0.07142857142857142,9.071428571428571
近くのカラオケバー,https://suelog.jp/shops/4196,1,1,1,1
酒肆 黒崎,https://suelog.jp/shops/2008,1,14,0.07142857142857142,6.5
野田駅 居酒屋,https://suelog.jp/shops/79,1,1,1,2
鉄板神社大阪梅田バルチカ03 大阪市 レビュー,https://suelog.jp/shops/469,1,20,0.05,8.55
難波 鮨 宮 -kyu-,https://suelog.jp/shops/1492,1,20,0.05,8.2
黒門漁楽,https://suelog.jp/shops/1710,1,2,0.5,8.5
06 4309 6562,https://suelog.jp/shops/11,0,2,0,11
06 6867 7350,https://suelog.jp/shops/3757,0,2,0,10.5
0時 reizi 大阪市,https://suelog.jp/shops/85,0,33,0,7.363636363636363
0時 reizi 大阪市 レビュー,https://suelog.jp/shops/85,0,13,0,11.692307692307692
0時本店,https://suelog.jp/shops/85,0,1,0,34
101 居酒屋,https://suelog.jp/shops/3716,0,1,0,4
1920 肥後橋,https://suelog.jp/shops/3471,0,21,0,6.571428571428571
1969 3号店,https://suelog.jp/shops/3379,0,1,0,8
1969 3号店 写真,https://suelog.jp/shops/3379/shop_edit_requests/new,0,1,0,18
2026年もですか？,https://suelog.jp/shops/3044,0,1,0,3
24時間営業 花屋 梅田,https://suelog.jp/shops/408,0,1,0,1
3番街 喫煙所,https://suelog.jp/shops/1963,0,1,0,12
719 craft beer,https://suelog.jp/shops/4181,0,2,0,10
719 craft beer ナナイチキュウクラフトビール,https://suelog.jp/shops/4181,0,3,0,9.333333333333334
719クラフトビール,https://suelog.jp/shops/4181,0,1,0,9
7代目なお,https://suelog.jp/shops/2023,0,2,0,11
a bar,https://suelog.jp/shops/1654,0,3,0,7.666666666666667
a bar ア バー,https://suelog.jp/shops/1654,0,3,0,5.666666666666667
a bar ア バー,https://suelog.jp/shops/462,0,2,0,30.5
a-bar,https://suelog.jp/shops/462,0,1,0,9
ageha お初天神裏参道店,https://suelog.jp/shops/2078,0,2,0,16.5
ageha 梅田 ホテヘル,https://suelog.jp/shops/2078,0,2,0,46.5
ai-q/アイキュー,https://suelog.jp/shops/3357,0,1,0,10
aisekiya うめだ阪急東通り店,https://suelog.jp/shops/1925,0,10,0,25.6
aladin shisha lounge,https://suelog.jp/shops/1328,0,1,0,6
alternative bar gig'l,https://suelog.jp/shops/1306,0,4,0,21
amusez-vous,https://suelog.jp/shops/3158,0,1,0,9
api 北新地,https://suelog.jp/shops/2244,0,6,0,8
aqua シーシャバー 大阪梅田店,https://suelog.jp/articles/umeda-shisha-bar-matome,0,3,0,40.666666666666664
arneck,https://suelog.jp/shops/696,0,1,0,14
art-beat-cafe レビュー,https://suelog.jp/shops/3321,0,1,0,11
artas 梅田,https://suelog.jp/shops/1977,0,3,0,54.333333333333336
asobibar 梅田お初天神店,https://suelog.jp/shops/2995,0,28,0,10.678571428571429
asobibar 梅田茶屋町店,https://suelog.jp/shops/2770,0,2,0,9.5
at the bar,https://suelog.jp/shops/2936,0,5,0,9.6
axe bar,https://suelog.jp/shops/1508,0,1,0,48
b flat bar,https://suelog.jp/shops/3144,0,1,0,47
b4 梅田,https://suelog.jp/shops/2925,0,58,0,6.844827586206897
b4梅田,https://suelog.jp/shops/2925,0,55,0,6.581818181818182
baccers,https://suelog.jp/shops/2982,0,2,0,11.5
bar,https://suelog.jp/shops/411,0,1,0,1
bar 34,https://suelog.jp/shops/3198,0,1,0,8
bar 358,https://suelog.jp/shops/734,0,1,0,36
bar 4gats バークワトロガット,https://suelog.jp/shops/1605,0,7,0,14.142857142857142
bar 4gats バークワトロガット,https://suelog.jp/shops/1605/shop_edit_requests/new,0,1,0,47
bar ac depth バー エーシーデプス,https://suelog.jp/shops/703,0,6,0,17.5
bar ac depth バー エーシーデプス,https://suelog.jp/shops/703/shop_edit_requests/new,0,3,0,26
bar aglet,https://suelog.jp/shops/538,0,14,0,11.285714285714286
bar aglet バーアグレット,https://suelog.jp/shops/538,0,6,0,16.5
bar alain,https://suelog.jp/shops/2250,0,7,0,10.285714285714286
bar alive,https://suelog.jp/shops/748,0,3,0,40.333333333333336
bar amu,https://suelog.jp/shops/36,0,11,0,23.09090909090909
bar arc バーアーク 心斎橋,https://suelog.jp/shops/904,0,7,0,13.714285714285714
bar arlequin バー アルルカン,https://suelog.jp/shops/638,0,1,0,48
bar asumo バーアスモ お初天神店,https://suelog.jp/shops/3003,0,7,0,11.571428571428571
bar asumo バーアスモ お初天神店,https://suelog.jp/shops/3003/shop_reports/new,0,6,0,25.333333333333332
bar base ベース,https://suelog.jp/shops/2299,0,2,0,13
bar belle 梅田,https://suelog.jp/shops/485,0,1,0,10
bar blank,https://suelog.jp/shops/3487,0,1,0,8
bar blue 梅田,https://suelog.jp/shops/548,0,3,0,11.333333333333334
bar bota,https://suelog.jp/shops/695,0,7,0,20.571428571428573
bar branch,https://suelog.jp/shops/2283,0,1,0,6
bar c-moon バー シームーン,https://suelog.jp/shops/413,0,2,0,10
bar candle レビュー,https://suelog.jp/shops/3660,0,20,0,7.4
bar candle 写真,https://suelog.jp/shops/3660,0,4,0,8
bar chari,https://suelog.jp/shops/1602,0,1,0,11
bar cloud blank,https://suelog.jp/shops/3487,0,38,0,7.105263157894737
bar cocomo,https://suelog.jp/shops/1662,0,5,0,7.4
bar core,https://suelog.jp/shops/1599,0,18,0,5.888888888888889
bar craftman,https://suelog.jp/shops/732,0,2,0,9
bar eleven,https://suelog.jp/shops/4122,0,1,0,6
bar en,https://suelog.jp/shops/2719,0,2,0,9
bar failte(フォルチェ) 大阪市,https://suelog.jp/shops/585,0,13,0,3.6153846153846154
bar flat 梅田,https://suelog.jp/shops/3144,0,4,0,8
bar foggy,https://suelog.jp/shops/3727,0,3,0,7.666666666666667
bar galliano,https://suelog.jp/shops/674,0,4,0,9.75
bar glan,https://suelog.jp/shops/625,0,18,0,7.166666666666667
bar glass s,https://suelog.jp/shops/700,0,3,0,4.666666666666666
bar glory flower バーグローリーフラワー,https://suelog.jp/shops/629,0,3,0,14.333333333333334
bar hana,https://suelog.jp/shops/2277,0,1,0,10
bar heather honey,https://suelog.jp/shops/623,0,2,0,13
bar heather honey バー ヘザー ハニー,https://suelog.jp/shops/623,0,7,0,16.57142857142857
bar hells,https://suelog.jp/shops/1727,0,1,0,9
bar hey,https://suelog.jp/shops/668,0,1,0,9
bar hey hey,https://suelog.jp/shops/668,0,5,0,8
bar hirose,https://suelog.jp/shops/3432,0,8,0,11.5
bar ignition,https://suelog.jp/shops/1660,0,14,0,9
bar ignition レビュー,https://suelog.jp/shops/1660,0,24,0,9.583333333333334
bar ippuku,https://suelog.jp/shops/965,0,37,0,5.972972972972973
bar ish,https://suelog.jp/shops/3434,0,4,0,4.5
bar ish バーイッシュ,https://suelog.jp/shops/3434,0,3,0,13.666666666666666
bar islet,https://suelog.jp/shops/624,0,13,0,10.153846153846153
bar jin,https://suelog.jp/shops/3095,0,3,0,10
bar jin 仁、 バー ジン,https://suelog.jp/shops/3095,0,7,0,10.142857142857142
bar jin 仁、 バー ジン,https://suelog.jp/shops/3095/shop_edit_requests/new,0,2,0,39
bar jin 仁、 バー ジン,https://suelog.jp/shops/3095/shop_reports/new,0,2,0,34
bar jugemu バー ジュゲム,https://suelog.jp/shops/2805,0,1,0,31
bar juniper,https://suelog.jp/shops/3761,0,18,0,9.666666666666666
bar juniper 写真,https://suelog.jp/shops/3761,0,8,0,9.5
bar jura,https://suelog.jp/shops/530,0,6,0,9
bar k,https://suelog.jp/shops/694,0,1,0,45
bar kadom,https://suelog.jp/shops/581,0,24,0,8.25
bar kadom カドム,https://suelog.jp/shops/581,0,3,0,21
bar kafka,https://suelog.jp/shops/377,0,2,0,4
bar kings,https://suelog.jp/shops/1467,0,7,0,8.571428571428571
bar kings バー キングス,https://suelog.jp/shops/1467,0,10,0,5.2
bar kings 北新地,https://suelog.jp/shops/1467,0,1,0,11
bar kokomo,https://suelog.jp/shops/1662,0,11,0,5.363636363636363
bar kokon,https://suelog.jp/shops/2857,0,4,0,11.5
bar la,https://suelog.jp/shops/1981,0,7,0,8.285714285714285
bar la cour,https://suelog.jp/shops/286,0,2,0,20
bar lacour レビュー,https://suelog.jp/shops/286,0,8,0,11
bar law less,https://suelog.jp/shops/1761,0,4,0,6.25
bar lemon,https://suelog.jp/shops/3661,0,1,0,6
bar lil farm,https://suelog.jp/shops/690,0,6,0,9.333333333333334
bar lips バー リップス,https://suelog.jp/shops/2771,0,1,0,10
bar madre,https://suelog.jp/shops/3203,0,2,0,2
bar maru,https://suelog.jp/shops/697,0,4,0,5.75
bar mm,https://suelog.jp/shops/3786,0,7,0,15.714285714285714
bar moment,https://suelog.jp/shops/3196,0,13,0,7.153846153846154
bar moment 西天満,https://suelog.jp/shops/3196,0,7,0,13.285714285714286
bar moon walk なんば店,https://suelog.jp/shops/1597,0,34,0,9.529411764705882
bar mustang,https://suelog.jp/shops/1304,0,33,0,7.0606060606060606
bar mustang osaka,https://suelog.jp/shops/1304,0,2,0,7
bar na nog バルナノーグ,https://suelog.jp/shops/3099,0,3,0,15.666666666666666
bar nagi,https://suelog.jp/shops/2722,0,7,0,8.285714285714285
bar nagi ナギ,https://suelog.jp/shops/2722,0,2,0,7
bar nektar,https://suelog.jp/shops/2893,0,4,0,6.75
bar nellie,https://suelog.jp/shops/271,0,1,0,37
bar nellie 梅田,https://suelog.jp/shops/271,0,4,0,10.5
bar noisy,https://suelog.jp/shops/691,0,5,0,6.8
bar nol,https://suelog.jp/shops/2775,0,1,0,11
bar noma,https://suelog.jp/shops/3481,0,4,0,5
bar nord,https://suelog.jp/shops/3738,0,19,0,10.736842105263158
bar nord バー ノルド,https://suelog.jp/shops/3738,0,5,0,31.4
bar novel バー ノベル,https://suelog.jp/shops/378,0,1,0,31
bar novel 写真,https://suelog.jp/shops/378,0,1,0,5
bar ocean 心斎橋店,https://suelog.jp/shops/3679,0,1,0,24
bar ocean 梅田店,https://suelog.jp/,0,1,0,26
bar ocean 梅田店,https://suelog.jp/shops/3274,0,1,0,50
bar ocean 梅田店,https://suelog.jp/shops/3679,0,11,0,6
bar ones,https://suelog.jp/shops/4197,0,1,0,5
bar ones 南森町,https://suelog.jp/shops/4197,0,2,0,7
bar pandemic バーパンデミック,https://suelog.jp/shops/526,0,3,0,11.333333333333334
bar pandemic バーパンデミック,https://suelog.jp/shops/526/shop_edit_requests/new,0,4,0,29.5
bar pandemic バーパンデミック,https://suelog.jp/shops/526/shop_reports/new,0,4,0,33.75
bar peace 大阪市,https://suelog.jp/shops/2918,0,21,0,3
bar peat,https://suelog.jp/shops/2714,0,1,0,12
bar pero,https://suelog.jp/shops/731,0,1,0,9
bar pooh 梅田,https://suelog.jp/shops/3554,0,1,0,11
bar power spot,https://suelog.jp/shops/3006,0,7,0,7.571428571428571
bar queue,https://suelog.jp/shops/3448,0,2,0,7
bar r:aguna 大阪市,https://suelog.jp/shops/539,0,53,0,4.6415094339622645
bar reef,https://suelog.jp/shops/2816,0,8,0,6.25
bar renee,https://suelog.jp/shops/3301,0,9,0,9.555555555555555
bar renée,https://suelog.jp/shops/3301,0,3,0,11.333333333333334
bar rise,https://suelog.jp/shops/543,0,3,0,10.333333333333334
bar rise 梅田,https://suelog.jp/shops/543,0,11,0,10.272727272727273
bar rounds,https://suelog.jp/shops/549,0,4,0,7.25
bar roy,https://suelog.jp/shops/285,0,1,0,10
bar s'ead,https://suelog.jp/shops/405,0,3,0,6
bar s-1,https://suelog.jp/shops/405,0,1,0,22
bar sanée,https://suelog.jp/shops/626,0,64,0,9.109375
bar saravah,https://suelog.jp/shops/580,0,10,0,7.6
bar seed,https://suelog.jp/shops/405,0,1,0,1
bar select,https://suelog.jp/shops/3269,0,2,0,4.5
bar sense,https://suelog.jp/shops/2795,0,19,0,9.210526315789474
bar sip バー シップ 難波,https://suelog.jp/shops/1702,0,3,0,18
bar sisters,https://suelog.jp/shops/3478,0,7,0,5.428571428571429
bar soar,https://suelog.jp/shops/635,0,1,0,44
bar source,https://suelog.jp/shops/3933,0,1,0,10
bar source 中崎町店 大阪府 大阪市北区 黒埼町11-1 osaka,https://suelog.jp/shops/3933,0,3,0,8.666666666666668
bar source ２号店,https://suelog.jp/shops/3933,0,5,0,24
bar tas,https://suelog.jp/shops/2301,0,1,0,8
bar terra バー テラ,https://suelog.jp/shops/3148,0,4,0,32.5
bar tk バーティーケー,https://suelog.jp/shops/3938,0,1,0,43
bar tomo,https://suelog.jp/shops/563,0,3,0,3.6666666666666665
bar untrace,https://suelog.jp/shops/1661,0,6,0,10
bar vanilla,https://suelog.jp/shops/3277,0,3,0,5.333333333333333
bar zari,https://suelog.jp/shops/1602,0,23,0,11.130434782608695
bar オルデ,https://suelog.jp/shops/3266,0,10,0,5.7
bar オルデ,https://suelog.jp/shops/3266/shop_edit_requests/new,0,1,0,20
bar ナマズ,https://suelog.jp/shops/1553,0,6,0,9.166666666666666
bar 北浜 junk,https://suelog.jp/shops/3548,0,6,0,11.5
bar 北浜 junk,https://suelog.jp/shops/3548/shop_edit_requests/new,0,8,0,19.875
bar 北浜 junk,https://suelog.jp/shops/3548/shop_reports/new,0,4,0,37.75
bar 本色,https://suelog.jp/shops/3105,0,82,0,12.378048780487806
bar 本色,https://suelog.jp/shops/3105/shop_edit_requests/new,0,2,0,34.5
bar 本色,https://suelog.jp/shops/3105/shop_reports/new,0,2,0,36.5
bar 淙-sou- 大阪市 レビュー,https://suelog.jp/shops/3433,0,16,0,5.125
bar 狐,https://suelog.jp/shops/3045,0,6,0,8.666666666666668
bar-ish,https://suelog.jp/shops/3434,0,2,0,6.5
bar34,https://suelog.jp/shops/3198,0,11,0,6.454545454545454
barことり,https://suelog.jp/shops/1314,0,4,0,20.25
bar倉,https://suelog.jp/shops/1604,0,1,0,11
bar曽根崎心空,https://suelog.jp/shops/633,0,4,0,9.75
bar２ 喫煙可,https://suelog.jp/shops/3274,0,1,0,29
bar２ 喫煙可,https://suelog.jp/shops/3739,0,2,0,44.5
beer bar landnneur ランドヌール,https://suelog.jp/shops/374,0,3,0,14.333333333333334
beer bar landnneur ランドヌール,https://suelog.jp/shops/374/shop_reports/new,0,4,0,28.25
bell 新梅田食道街 大阪市,https://suelog.jp/shops/485,0,1,0,10
bell 梅田,https://suelog.jp/shops/485,0,1,0,28
blank cloud,https://suelog.jp/shops/3487,0,1,0,11
bloody angle osaka,https://suelog.jp/shops/367,0,3,0,10
bloody angle osaka tong,https://suelog.jp/shops/367,0,8,0,8.625
bottom time ボトムタイム,https://suelog.jp/shops/3138,0,16,0,6.75
branch bar,https://suelog.jp/shops/2283,0,1,0,18
cafe & bar roy ロイ,https://suelog.jp/shops/285,0,8,0,8.625
cafe & bar roy ロイ,https://suelog.jp/shops/285/shop_edit_requests/new,0,3,0,21
cafe & bar roy ロイ,https://suelog.jp/shops/285/shop_reports/new,0,4,0,38.25
cafe & bar spat's,https://suelog.jp/shops/1552,0,3,0,9.333333333333334
cafe and bar sol,https://suelog.jp/shops/3768,0,1,0,17
cafe andre,https://suelog.jp/shops/3447,0,18,0,9.277777777777779
cafe bar queue,https://suelog.jp/shops/3448,0,5,0,9.2
cafe cocodoco,https://suelog.jp/shops/1899,0,2,0,26
cafe cocodoco 写真,https://suelog.jp/shops/1899,0,1,0,9
cafe mieel,https://suelog.jp/shops/1716,0,1,0,4
cafe miel,https://suelog.jp/shops/1716,0,2,0,22
cafe queue,https://suelog.jp/shops/3448,0,12,0,6.416666666666667
cafe roy,https://suelog.jp/shops/285,0,1,0,10
cafe sanbankan 千里津雲台店,https://suelog.jp/shops/1741,0,1,0,21
cafe spat’s,https://suelog.jp/shops/1552,0,7,0,12.857142857142858
cafe& bar paddle-パドル-,https://suelog.jp/shops/636,0,1,0,11
cafe&bar kenwest ケンウェスト,https://suelog.jp/shops/3610,0,1,0,16
cafe&bar mitoco,https://suelog.jp/shops/2040,0,16,0,6.8125
cafe&bar queue 最寄り 駅,https://suelog.jp/shops/3448,0,2,0,12
cafe&bar seed,https://suelog.jp/shops/525,0,4,0,11.25
cafe&bar seed 梅田,https://suelog.jp/shops/525,0,3,0,10
cafe&diner encontre カフェ&ダイナー エンコンテレ,https://suelog.jp/shops/1117,0,5,0,11.8
cafe&diner encontre カフェ&ダイナー エンコンテレ メニュー,https://suelog.jp/shops/1117/shop_edit_requests/new,0,1,0,10
cafe&diner encontre カフェ&ダイナー エンコンテレ 写真,https://suelog.jp/shops/1117,0,1,0,3
